Annotator,Sample ID,Channel Name,Link,Title,Topic,Scene Number,Intent,Time Start,Time End,Chart Type,Chart Details,Animation Type,Transcript,Global_Youtube_Link,Chart Data,Chart Meta Data
Mahir,27,The Wall street Journal,https://youtu.be/BrfkFftU8PI?t=196,,,2,Point out how investors lack of confidence resulted in disappointing IPO outcome for Sonder.,03:16,03:27,Line Chart,,Emphasis-Annotation,"But like many spaxs from the pandemic
era, Saunders's market value soon
collapsed.
Several months passed before the IPO
actually closed and it was a really
disappointing IPO.",https://youtu.be/BrfkFftU8PI,"Chart 1 - Line Chart
| Date        | Price ($) |
| :---------- | :-------- |
| April 2021  | 188.00    |
| July 2021   | 189.00    |
| October 2021| 190.00    |
| January 2022| 202.20    |
| February 2022| 195.00    |
| March 2022  | 100.00    |
| April 2022  | 75.00     |
| May 2022    | 50.00     |
| June 2022   | 30.00     |
| July 2022   | 35.00     |
| August 2022 | 25.00     |
| September 2022| 19.50   |
| October 2022| 25.00     |
| November 2022| 20.00    |
| December 2022| 20.00    |
| January 2023| 18.00     |
| April 2023  | 15.00     |
| July 2023   | 10.00     |
| October 2023| 8.00      |
| January 2024| 5.00      |
| April 2024  | 4.00      |
| July 2024   | 3.00      |
| October 2024| 2.50      |
| January 2025| 2.00      |
| April 2025  | 1.50      |
| July 2025   | 1.00      |
| October 2025| 0.50      |
| December 2025| 0.50     |
-------------------","Chart 1 - Type: Line Chart,
Description: This line chart displays the historical stock price of Sonder Holdings Inc. from April 2021 to late 2025. The chart shows an initial period of relative stability around $190, followed by a sharp decline in early 2022 from a peak of $202.20. The price then experienced continued volatility and a gradual decline, reaching an intermediate point of $19.50 in late 2022, and eventually dropping to very low single-digit values by late 2025.,
Mark: Line, two circled data points,
Background: Solid black,
Gridlines: Solid white horizontal lines,
Data Colors: Red (line), White (circles), Pink with black text (price labels),
-------------------"
Mahir,28,The Wall Street Journal,https://youtu.be/kpnBnrq8Q7Q?t=42,,,1,Reveals how Nike’s market value has gradually decreased over the past few years.,00:42,00:46,Line Chart,,Suspense- Gradual Reveal,"It lost tens of billions in market value
after a series of missteps.",https://youtu.be/kpnBnrq8Q7Q,"Chart 1 - Line Chart
| Date     | Market Value (Billions $) |
| :------- | :------------------------ |
| 2021-01  | 205                       |
| 2021-03  | 195                       |
| 2021-05  | 220                       |
| 2021-07  | 200                       |
| 2021-09  | 215                       |
| 2021-11  | 200                       |
| 2022-01  | 265                       |
| 2022-03  | 225                       |
| 2022-05  | 155                       |
| 2022-07  | 175                       |
| 2022-09  | 190                       |
| 2022-11  | 170                       |
| 2023-01  | 195                       |
| 2023-03  | 180                       |
| 2023-05  | 145                       |
| 2023-07  | 160                       |
| 2023-09  | 175                       |
| 2023-11  | 150                       |
| 2024-01  | 120                       |
| 2024-03  | 100                       |
| 2024-05  | 125                       |
| 2024-07  | 105                       |
| 2024-09  | 95                        |
| 2024-11  | 70                        |
| 2025-01  | 105                       |
| 2025-03  | 85                        |
| 2025-05  | 90                        |
| 2025-07  | 80                        |
-------------------","Chart 1 - Type: Line Chart, 
Description: This chart displays Nike's market value in billions of dollars over time, from early 2021 to mid-2025. It shows an initial peak in early 2022, followed by a significant decline and continued fluctuations, with an overall downward trend.,
Mark: Line, 
Background: Dark Grey, 
Gridlines: Thin light grey horizontal lines, 
Data Colors: Cyan/Teal Blue, 
-------------------"
Mahir,29,The Wall Street Journal,https://www.youtube.com/watch?v=bR_eODwlBmY&t=333s,,,1,Shows a decline of union membership rate as job type changed,05:33,05:40,Line Chart,,"Suspense- Gradual Reveal, Emphasis- Draw an arrow","we saw a massive decline in the percentage
of workers represented by unions
that has continued to this day.",https://youtu.be/bR_eODwlBmY,"Chart 1 - Line Chart
| Year | Union Membership Rate (%) |
|---|---|
| 1920 | 10.0 |
| 1921 | 15.8 |
| 1922 | 12.5 |
| 1923 | 9.7 |
| 1924 | 9.2 |
| 1925 | 9.0 |
| 1926 | 9.3 |
| 1927 | 9.6 |
| 1928 | 10.0 |
| 1929 | 10.4 |
| 1930 | 10.0 |
| 1931 | 9.5 |
| 1932 | 9.0 |
| 1933 | 9.0 |
| 1934 | 10.5 |
| 1935 | 11.5 |
| 1936 | 13.5 |
| 1937 | 20.0 |
| 1938 | 26.0 |
| 1939 | 24.5 |
| 1940 | 26.0 |
| 1941 | 28.0 |
| 1942 | 30.0 |
| 1943 | 32.5 |
| 1944 | 31.0 |
| 1945 | 29.5 |
| 1946 | 30.5 |
| 1947 | 29.5 |
| 1948 | 29.0 |
| 1949 | 29.0 |
| 1950 | 30.0 |
| 1951 | 31.0 |
| 1952 | 30.5 |
| 1953 | 30.0 |
| 1954 | 29.0 |
| 1955 | 28.0 |
| 1956 | 27.0 |
| 1957 | 26.0 |
| 1958 | 25.0 |
| 1959 | 24.0 |
| 1960 | 23.0 |
| 1961 | 22.5 |
| 1962 | 22.0 |
| 1963 | 21.5 |
| 1964 | 21.0 |
| 1965 | 20.5 |
| 1966 | 21.0 |
| 1967 | 21.5 |
| 1968 | 21.5 |
| 1969 | 21.0 |
| 1970 | 20.5 |
| 1971 | 20.0 |
| 1972 | 19.5 |
| 1973 | 19.0 |
| 1974 | 18.5 |
| 1975 | 18.0 |
| 1976 | 17.5 |
| 1977 | 17.0 |
| 1978 | 16.5 |
| 1979 | 16.0 |
| 1980 | 15.5 |
| 1981 | 15.0 |
| 1982 | 14.0 |
| 1983 | 13.5 |
| 1984 | 13.0 |
| 1985 | 12.5 |
| 1986 | 12.0 |
| 1987 | 11.5 |
| 1988 | 11.0 |
| 1989 | 10.8 |
| 1990 | 10.6 |
| 1991 | 10.4 |
| 1992 | 10.2 |
| 1993 | 10.0 |
| 1994 | 9.8 |
| 1995 | 9.6 |
| 1996 | 9.4 |
| 1997 | 9.2 |
| 1998 | 9.0 |
| 1999 | 8.8 |
| 2000 | 8.6 |
| 2001 | 8.4 |
| 2002 | 8.2 |
| 2003 | 8.0 |
| 2004 | 7.8 |
| 2005 | 7.6 |
| 2006 | 7.4 |
| 2007 | 7.2 |
| 2008 | 7.0 |
| 2009 | 6.8 |
| 2010 | 6.6 |
| 2011 | 6.4 |
| 2012 | 6.2 |
| 2013 | 6.0 |
| 2014 | 5.8 |
| 2015 | 5.6 |
| 2016 | 5.4 |
| 2017 | 5.2 |
| 2018 | 5.0 |
| 2019 | 4.9 |
| 2020 | 4.8 |
| 2021 | 4.7 |
| 2022 | 4.6 |
| 2023 | 4.5 |
-------------------","Chart 1 - Type: Line Chart, 
Description: This line chart illustrates the Union Membership Rate in percentage from 1920 to 2023. The rate shows an initial increase peaking around 1943 at 32.5%, followed by a general decline from the mid-1950s onwards, reaching its lowest visible point at the end of the series around 4.5%. A dark blue arrow highlights the overall downward trend from the 1980s to the present. The Y-axis represents the membership rate from 5% to 35%, and the X-axis represents years in 10-year increments. Source: Economic Policy Institute, data from Freeman (1997) 1917 to 1982, updated to the present using Bureau of Labor Statistics.
Mark: Smooth line, 
Background: Light beige, 
Gridlines: Solid light gray horizontal lines, 
Data Colors: Blue (#3299FF), Dark Blue (for trend arrow)
-------------------"
Mahir,30,The Wall Street Journal,https://youtu.be/Lxo6Xr8u6Zk?t=55,,,1,Reveals how the monthly inflation rate reaching its peak motivated Argentinians to re-elect President Milei.,00:55,01:00,Line Chart,,"Suspense- Gradual Reveal, Emphasis- Slow down, Add annotation picture","Monthly inflation peaked at over 25%.
Almost half of the country was in poverty.
Argentinians had decided they had nothing to lose",https://youtu.be/Lxo6Xr8u6Zk,"Chart 1 - Line Chart
| Period       | Monthly Inflation (%) |
| :----------- | :-------------------- |
| 2022-Early   | 2.5                   |
| 2022-Q2      | 6.0                   |
| 2022-Mid     | 4.0                   |
| 2022-Q3      | 7.0                   |
| 2022-Late    | 4.5                   |
| 2022-End     | 4.8                   |
| 2023-Early   | 6.0                   |
| 2023-Q2      | 7.8                   |
| 2023-Mid     | 5.0                   |
| 2023-Q3      | 11.5                  |
| 2023-Late    | 7.0                   |
| 2023-End     | 11.0                  |
| 2024-Early   | 25.0                  |
-------------------","Chart 1 - Type: Line Chart,
Description: This line chart visualizes the monthly inflation in Argentina, showing trends from early 2022 to early 2024. It highlights a significant surge in inflation towards the end of 2023 and into early 2024, reaching approximately 25%. An image of a person (likely Javier Milei, current President of Argentina) is overlaid on the chart, near the peak inflation point. The data source is indicated as the Central Bank of Argentina. The title is ""MONTHLY INFLATION IN ARGENTINA"".
Mark: Line, with the latest data point emphasized by a white circle,
Background: Solid dark gray (#282828),
Gridlines: Solid white,
Data Colors: Bright blue (#33A0FF)
-------------------"
Mahir,31,The Wall Street Journal,https://youtu.be/Lxo6Xr8u6Zk?t=114,,,2,How President Milei successfully reduced the monthly inflation rate from its peak.,01:51,01:54,Line Chart,,"Suspense- Gradual Reveal, Comparison - Highlight a range","in order to help bring down inflation.
He was successful in that regard.",https://youtu.be/Lxo6Xr8u6Zk,"Chart 1 - Line Chart
| Month-Year | Inflation (%) |
|:-----------|:--------------|
| Feb-2022   | 2.5           |
| Mar-2022   | 5.5           |
| Apr-2022   | 4.0           |
| May-2022   | 4.5           |
| Jun-2022   | 6.0           |
| Jul-2022   | 5.5           |
| Aug-2022   | 4.0           |
| Sep-2022   | 6.0           |
| Oct-2022   | 5.0           |
| Nov-2022   | 4.0           |
| Dec-2022   | 5.0           |
| Jan-2023   | 6.5           |
| Feb-2023   | 7.0           |
| Mar-2023   | 6.5           |
| Apr-2023   | 5.0           |
| May-2023   | 11.0          |
| Jun-2023   | 7.0           |
| Jul-2023   | 12.0          |
| Aug-2023   | 7.5           |
| Sep-2023   | 24.5          |
| Oct-2023   | 15.0          |
| Nov-2023   | 10.0          |
| Dec-2023   | 7.0           |
| Jan-2024   | 4.0           |
| Feb-2024   | 3.5           |
| Mar-2024   | 3.0           |
| Apr-2024   | 2.0           |
| May-2024   | 2.5           |
| Jun-2024   | 3.0           |
| Jul-2024   | 2.0           |
| Aug-2024   | 1.5           |
| Sep-2024   | 1.0           |
| Oct-2024   | 0.5           |
| Nov-2024   | 0.5           |
| Dec-2024   | 1.0           |
| Jan-2025   | 1.0           |
| Feb-2025   | 1.0           |
-------------------","Chart 1 - Type: Line Chart, 
Description: This line chart displays the monthly inflation rate in Argentina from early 2022, with a forecast extending to early 2025. The chart shows an initial period of relatively stable inflation (2-7%) in 2022 and early 2023, followed by a significant spike peaking at approximately 24.5% around September 2023. Subsequently, the inflation is projected to decline sharply and then gradually stabilize at lower levels (around 0.5-3%) in 2024 and 2025. The period from late 2023/early 2024 onwards is visually distinguished with a shaded background, likely indicating a projected or forecasted trend.
Mark: Line, 
Background: Dark gray for historical data, slightly lighter gray for forecast data, 
Gridlines: Solid white, 
Data Colors: Blue, 
-------------------"
Mahir,32,The Wall Street Journal,https://www.youtube.com/watch?v=Lxo6Xr8u6Zk&t=116s,,,3,To explain the strategy president Milei took to bring down inflation,01:55,02:06,Line Chart,,"Suspense- Gradual Reveal, Comparison - Highlight a range, Emphasis- Draw an arrow, Annotation","To do so,
Milei first used a so-called crawling peg
where he steadily devalued the peso every month
and later a currency band where he kept it
from falling outside of this floor and ceiling.",https://youtu.be/Lxo6Xr8u6Zk,"Chart 1 - Line Chart with Forecast Band
| Year | Official Exchange Rate (ARS to USD) | Peso Trading Band - Lower (ARS to USD) | Peso Trading Band - Upper (ARS to USD) |
|---|---|---|---|
| 2024 | 740 | 740 | 740 |
| '25 | 1120 | 950 | 1350 |
| '26 | 1175 | 900 | 1450 |
| '27 | 1200 | 900 | 1500 |
-------------------","Chart 1 - Type: Line Chart with Forecast Band,
Description: This chart displays the historical and projected official exchange rate of Argentine Pesos (ARS) to US Dollars (USD). It shows a line representing the official exchange rate up to mid-2025, and a ""Peso Trading Band"" representing a forecast range for the exchange rate from mid-2025 through 2027. For years where the official exchange rate line transitions into the forecast band, the ""Official Exchange Rate"" column shows the midpoint of the band to maintain continuity and address the 'no missing values' constraint. For 2024, before the explicit trading band is introduced, the band values are set equal to the official rate, implying the official rate itself acted as the effective singular rate.
Mark: Line for Official Exchange Rate, Filled Area with dashed borders for Peso Trading Band,
Background: Solid dark grey,
Gridlines: Thin solid white horizontal lines,
Data Colors: Light blue (Official Exchange Rate line), Dark blue (Peso Trading Band fill), White (Peso Trading Band dashed borders),
-------------------"
Ridwan,33,Vox,https://youtu.be/WjVVwMGJ9S8?si=C4MOgjGTgXtMW6au,,,2,to illustrate the massive increase in number of students taking the SAT,04:12,04:30,Bar Chart,,"Suspense- Gradual Reveal, Comparison - Rescale","In 1941, just 10,000 students took the SAT.
By 1950, 80,000 students took the exam.
By 1960, 800,000 students took the SAT.
By the next decade, it rose to a million..
Now, more than 2 million students take the exam each year.",https://youtu.be/WjVVwMGJ9S8,"Chart 1 - Bar Chart
| Year | Students Taking SAT |
|---|---|
| 1941 | 10000 |
| 1950 | 75000 |
| 1960 | 800000 |
| 1974 | 1000000 |
| Now | 2100000 |
-------------------","Chart 1 - Type: Bar Chart,
Description: This bar chart displays the trend of students taking the SAT exam over several years, from 1941 to ""Now"". It shows a significant increase in participation over time, with the number of students rising from a very small number in the early years to over 2 million currently. The Y-axis represents the number of students, and the X-axis represents the year. The chart suggests a growing interest or requirement for the SAT over the decades.
Mark: Rectangle,
Background: Light beige,
Gridlines: Dashed light grey,
Data Colors: Blue,
-------------------"
Mahir,34,The Wall Street Journal,https://www.youtube.com/watch?v=OzjYNVJwqH0,,,1,"to illustrate how price of gold futures has risen this year in an unprecedented way ",00:19,00:28,Line Chart,,"Suspense- Gradual Reveal, Emphasis - Zoom in","The first chart is the price of gold futures.
Futures prices have risen some 50% this year,
which has outpaced many of the biggest crises
in American history.",https://youtu.be/OzjYNVJwqH0,"Chart 1 - Line Chart
| Year | Nominal Dollars | September 2025 Dollars |
|------|-----------------|------------------------|
| 1976 | 120             | 550                    |
| 1977 | 150             | 600                    |
| 1978 | 200             | 700                    |
| 1979 | 400             | 1200                   |
| 1980 | 1800            | 3200                   |
| 1981 | 450             | 1200                   |
| 1982 | 400             | 1000                   |
| 1983 | 420             | 1050                   |
| 1984 | 350             | 850                    |
| 1985 | 300             | 700                    |
| 1986 | 400             | 850                    |
| 1987 | 450             | 900                    |
| 1988 | 400             | 750                    |
| 1989 | 380             | 680                    |
| 1990 | 380             | 650                    |
| 1991 | 370             | 600                    |
| 1992 | 340             | 520                    |
| 1993 | 380             | 550                    |
| 1994 | 380             | 520                    |
| 1995 | 380             | 500                    |
| 1996 | 390             | 500                    |
| 1997 | 330             | 400                    |
| 1998 | 290             | 350                    |
| 1999 | 280             | 320                    |
| 2000 | 280             | 300                    |
| 2001 | 270             | 280                    |
| 2002 | 310             | 320                    |
| 2003 | 360             | 360                    |
| 2004 | 410             | 400                    |
| 2005 | 450             | 430                    |
| 2006 | 620             | 550                    |
| 2007 | 680             | 580                    |
| 2008 | 900             | 700                    |
| 2009 | 1000            | 750                    |
| 2010 | 1200            | 850                    |
| 2011 | 1500            | 1000                   |
| 2012 | 1650            | 1050                   |
| 2013 | 1400            | 850                    |
| 2014 | 1250            | 750                    |
| 2015 | 1150            | 680                    |
| 2016 | 1250            | 700                    |
| 2017 | 1280            | 700                    |
| 2018 | 1250            | 650                    |
| 2019 | 1400            | 700                    |
| 2020 | 1800            | 850                    |
| 2021 | 1800            | 800                    |
| 2022 | 1800            | 750                    |
| 2023 | 1950            | 780                    |
| 2024 | 2200            | 850                    |
| 2025 | 3800            | 1200                   |
-------------------","Chart 1 - Type: Line Chart,
Description: A line chart displaying the price of gold futures in ""Nominal Dollars"" and ""September 2025 Dollars"" from 1976 to 2025. The y-axis represents the price in dollars per troy ounce, and the x-axis represents the year.,
Mark: Line,
Background: Dark Gray,
Gridlines: Solid, Light Gray,
Data Colors: ['#007bff' (Nominal Dollars), '#6cbceb' (September 2025 Dollars)],
-------------------"
Mahir,35,The Wall Street Journal,https://www.youtube.com/watch?v=OzjYNVJwqH0,,,2,to show how previous financial crisis history explains recent rise of gold price,00:44,00:51,Line Chart,,"Emphasis - Annotation, Elements added to visualization","And if you look at some of those previous run-ups,
there were financial meltdowns
that helped explain why investors flocked to gold.",https://youtu.be/OzjYNVJwqH0,"Chart 1 - Line Chart
| Year | NOMINAL DOLLARS | SEPTEMBER 2025 DOLLARS |
|------|-----------------|------------------------|
| 1976 | 100             | 700                    |
| 1977 | 150             | 800                    |
| 1978 | 200             | 950                    |
| 1979 | 350             | 1600                   |
| 1980 | 550             | 3500                   |
| 1981 | 300             | 1900                   |
| 1982 | 300             | 1600                   |
| 1983 | 400             | 1900                   |
| 1984 | 300             | 1400                   |
| 1985 | 300             | 1300                   |
| 1986 | 350             | 1400                   |
| 1987 | 400             | 1500                   |
| 1988 | 400             | 1400                   |
| 1989 | 350             | 1200                   |
| 1990 | 350             | 1150                   |
| 1991 | 300             | 900                    |
| 1992 | 270             | 800                    |
| 1993 | 300             | 900                    |
| 1994 | 350             | 1000                   |
| 1995 | 350             | 950                    |
| 1996 | 380             | 1050                   |
| 1997 | 300             | 800                    |
| 1998 | 280             | 750                    |
| 1999 | 280             | 750                    |
| 2000 | 280             | 750                    |
| 2001 | 270             | 700                    |
| 2002 | 300             | 750                    |
| 2003 | 350             | 850                    |
| 2004 | 400             | 950                    |
| 2005 | 450             | 1050                   |
| 2006 | 600             | 1300                   |
| 2007 | 650             | 1350                   |
| 2008 | 800             | 1550                   |
| 2009 | 950             | 1700                   |
| 2010 | 1200            | 2000                   |
| 2011 | 1500            | 2500                   |
| 2012 | 1350            | 2200                   |
| 2013 | 1100            | 1700                   |
| 2014 | 1150            | 1700                   |
| 2015 | 1050            | 1550                   |
| 2016 | 1200            | 1700                   |
| 2017 | 1250            | 1700                   |
| 2018 | 1200            | 1600                   |
| 2019 | 1350            | 1800                   |
| 2020 | 1700            | 2200                   |
| 2021 | 1750            | 2250                   |
| 2022 | 1700            | 2100                   |
| 2023 | 1850            | 2300                   |
| 2024 | 2000            | 2500                   |
| 2025 | 2200            | 3500                   |
-------------------","Chart 1 - Type: Line Chart, 
Description: A line chart titled ""PRICE OF GOLD FUTURES"" displays the historical price of gold in two metrics: ""NOMINAL DOLLARS"" and ""SEPTEMBER 2025 DOLLARS"" from 1976 to 2025. The Y-axis represents the price in ""$ A TROY OUNCE"", ranging from 0 to 3,500. The chart shows the significant volatility and general upward trend of gold prices over five decades, with a notable spike in both nominal and inflation-adjusted prices around 1980 and a more recent surge towards 2025.
Mark: Line, 
Background: Solid Dark Gray, 
Gridlines: Solid Light Gray, 
Data Colors: ['#3B92CE' (for NOMINAL DOLLARS), '#5ABAEF' (for SEPTEMBER 2025 DOLLARS)], 
-------------------"
Mahir,36,The Wall Street Journal,https://www.youtube.com/watch?v=OzjYNVJwqH0,,,3,to explain the behaviour of gold prices this year,01:23,01:36,Line Chart,,"Suspense- Gradual Reveal, Emphasis- Draw an arrow ","So if you zoom into gold prices this year,
they first ramped up in the first part
of Trump's second term.
Then something odd happened.
There was a basic stagnation in the gold market
over the course of the summer.
Things settled down, until August.",https://youtu.be/OzjYNVJwqH0,"Chart 1 - Line Chart
| Month     | Nominal Dollars | September 2025 Dollars |
| :-------- | :-------------- | :--------------------- |
| JAN. 2025 | 2630            | 2700                   |
| FEB.      | 2740            | 2900                   |
| MARCH     | 2890            | 3100                   |
| APRIL     | 3100            | 3300                   |
| MAY       | 3200            | 3450                   |
| JUNE      | 3260            | 3450                   |
| JULY      | 3280            | 3450                   |
| AUG.      | 3330            | 3450                   |
| SEPT.     | 3550            | 3450                   |
| OCT.      | 3880            | 3900                   |
-------------------","Chart 1 - Type: Line Chart,
Description: This chart displays the historical and projected price of gold futures over time, from January 2025 to October. It tracks two distinct metrics: 'Nominal Dollars' (the actual market price) and 'September 2025 Dollars' (a specific future contract price or target value), showing their trends and fluctuations against a price per troy ounce.
Mark: Line,
Background: Dark grey,
Gridlines: Solid, Light grey,
Data Colors: Blue, White
-------------------"
Mahir,37,The Wall Street Journal,https://www.youtube.com/watch?v=OzjYNVJwqH0,,,4,"to illustrate how powell's speech influenced significant rise of gold prices compared to other major index ",01:52,01:55,Line Chart,,"Suspense- Gradual Reveal, Emphasis- Draw a circle","Since then, gold prices have been off to the races.",https://youtu.be/OzjYNVJwqH0,"Chart 1 - Line Chart
| Date       | GOLD (%) | BITCOIN (%) | S&P 500 INDEX (%) | WSJ DOLLAR INDEX (%) |
|:-----------|:---------|:------------|:------------------|:---------------------|
| 2023-08-22 | -0.5     | 0.0         | -0.5              | 0.0                  |
| 2023-08-26 | 1.8      | 2.2         | 0.8               | -0.6                 |
| 2023-08-30 | 2.8      | 3.2         | 1.2               | -0.8                 |
| 2023-09-03 | 0.2      | -0.8        | 0.6               | -1.0                 |
| 2023-09-07 | 0.8      | -2.0        | 1.6               | -1.5                 |
| 2023-09-11 | 1.0      | -0.5        | 2.0               | -2.0                 |
| 2023-09-15 | 0.0      | -2.0        | 1.5               | -2.5                 |
| 2023-09-19 | -1.0     | -4.0        | 0.5               | -2.8                 |
| 2023-09-23 | -0.5     | -2.5        | 1.0               | -2.0                 |
| 2023-09-27 | 0.0      | -1.0        | 2.0               | -1.5                 |
| 2023-10-01 | 1.5      | 0.5         | 2.5               | -1.0                 |
| 2023-10-05 | 4.0      | 0.5         | 3.0               | -0.8                 |
| 2023-10-09 | 7.0      | 1.0         | 3.5               | -0.5                 |
| 2023-10-13 | 9.5      | 4.0         | 4.0               | -0.5                 |
| 2023-10-17 | 12.0     | 8.0         | 4.5               | -0.5                 |
| 2023-10-21 | 14.5     | 11.0        | 4.8               | -0.3                 |
| 2023-10-25 | 17.5     | 6.0         | 4.8               | -0.2                 |
| 2023-10-29 | 19.5     | 8.0         | 5.0               | -0.2                 |
-------------------","Chart 1 - Type: Line Chart, 
Description: This chart illustrates the percentage performance change of Gold, Bitcoin, S&P 500 Index, and WSJ Dollar Index over time, starting from August 22nd, likely in relation to Powell's August speech. The X-axis represents time from late August to late October, and the Y-axis shows performance as a percentage ranging from -5% to 20%. Gold shows the strongest positive trend, while the WSJ Dollar Index remains mostly negative.
Mark: Line, with a circular annotation highlighting the final data point of the GOLD line., 
Background: Dark Gray, 
Gridlines: Horizontal solid light gray; Vertical short light gray ticks on X-axis, 
Data Colors: Bright Cyan Blue (GOLD), Medium Blue (BITCOIN), Dark Navy Blue (S&P 500 INDEX), Red (WSJ DOLLAR INDEX), 
-------------------"
Mahir,38,The Wall Street Journal,https://www.youtube.com/watch?v=OzjYNVJwqH0,,,5,to show how much central banks have added to their gold reserves,01:57,02:04,Bar Chart,,"Suspense- Gradual Reveal, ","which shows us how much central banks
have added to their gold reserves.
Central banks since the great financial crisis
have really snapped up gold bullion,",https://youtu.be/OzjYNVJwqH0,"Chart 1 - Bar Chart
| Year | Annual Change (Tons) |
|------|----------------------|
| 2000 | -530                 |
| 2001 | -480                 |
| 2002 | -510                 |
| 2003 | -700                 |
| 2004 | -500                 |
| 2005 | -380                 |
| 2006 | -420                 |
| 2007 | -510                 |
| 2008 | -430                 |
| 2009 | -300                 |
| 2010 | 20                   |
| 2011 | 400                  |
| 2012 | 550                  |
| 2013 | 570                  |
| 2014 | 490                  |
| 2015 | 600                  |
| 2016 | 300                  |
| 2017 | 370                  |
| 2018 | 620                  |
| 2019 | 200                  |
| 2020 | 380                  |
| 2021 | 950                  |
| 2022 | 980                  |
| 2023 | 970                  |
| 2024 | 900                  |
| 2025 | 370                  |
-------------------","Chart 1 - Type: Bar Chart,
Description: This chart displays the annual change in global central-bank gold holdings in tons from 2000 to 2025. Negative values (red bars) indicate a decrease in holdings, while positive values (blue bars) indicate an increase. The 2025 figure reflects first-half data.,
Mark: Rectangle,
Background: Dark Gray (#1a1a1a),
Gridlines: Solid, Light Gray (#cccccc),
Data Colors: Red (#cb4d4d), Blue (#377eb8),
-------------------"
